,Account,Id,Ref,Qty,filled,Type,Action,Aux,Lmt,TrailStop,AlgoStrategy,RTH,TIF,,
LMNX,DU3053535,4630,,38,1.79769313486232E+308,LMT,BUY,0,26.74,27.74,,True,GTC,,,20201228 09:30:00 EST, 8068089≥+26.22, 8068089≥+296982,margin ≥+20
JEF,DU3053535,4581,,40,1.79769313486232E+308,TRAIL,SELL,1.24,0,23.53,,False,GTC,,
JEF,DU3053535,4580,,40,1.79769313486232E+308,LMT,SELL,0,27.87,28.87,,True,GTC,,
JEF,DU3053535,4579,,40,1.79769313486232E+308,LMT,BUY,0,25.27,26.27,,True,GTC,,,20201228 09:30:00 EST, 318911976≥+24.77, 318911976≥+1095836,margin ≥+20
FHB,DU3053535,4578,,40,1.79769313486232E+308,TRAIL,SELL,1.51,0,23.14,,False,GTC,,
FHB,DU3053535,4577,,40,1.79769313486232E+308,LMT,SELL,0,28.42,29.42,,True,GTC,,
FHB,DU3053535,4576,,40,1.79769313486232E+308,LMT,BUY,0,25.14,26.14,,True,GTC,,,20201228 09:30:00 EST, 242971206≥+24.64, 242971206≥+449218,margin ≥+20
VVV,DU3053535,4575,,41,1.79769313486232E+308,TRAIL,SELL,0.98,0,23.31,,False,GTC,,
VVV,DU3053535,4574,,41,1.79769313486232E+308,LMT,SELL,0,26.73,27.73,,True,GTC,,
LRN,DU3053535,4589,,40,1.79769313486232E+308,LMT,SELL,0,30.43,31.43,,True,GTC,,
LRN,DU3053535,4588,,40,1.79769313486232E+308,LMT,BUY,0,25.41,26.41,,True,GTC,,,20201228 09:30:00 EST, 455946269≥+24.92, 455946269≥+151836,margin ≥+20
GCP,DU3053535,4587,,40,1.79769313486232E+308,TRAIL,SELL,1.57,0,23.34,,False,GTC,,
GCP,DU3053535,4586,,40,1.79769313486232E+308,LMT,SELL,0,28.83,29.83,,True,GTC,,
GCP,DU3053535,4585,,40,1.79769313486232E+308,LMT,BUY,0,25.4,26.4,,True,GTC,,,20201228 09:30:00 EST, 219768320≥+24.91, 219768320≥+57709,margin ≥+20
TOWN,DU3053535,4584,,40,1.79769313486232E+308,TRAIL,SELL,1.54,0,23.23,,False,GTC,,
TOWN,DU3053535,4583,,40,1.79769313486232E+308,LMT,SELL,0,28.64,29.64,,True,GTC,,
TOWN,DU3053535,4582,,40,1.79769313486232E+308,LMT,BUY,0,25.27,26.27,,True,GTC,,,20201228 09:30:00 EST, 30217403≥+24.78, 30217403≥+126800,margin ≥+20
SIVR,DU3053535,4597,,38,1.79769313486232E+308,LMT,BUY,0,26.17,27.17,,True,GTC,,,20201228 09:30:00 EST, 334909235≥+25.65, 334909235≥+186091,margin ≥+20
VIRT,DU3053535,4596,,39,1.79769313486232E+308,TRAIL,SELL,1.21,0,24.28,,False,GTC,,
VIRT,DU3053535,4595,,39,1.79769313486232E+308,LMT,SELL,0,28.5,29.5,,True,GTC,,
VIRT,DU3053535,4594,,39,1.79769313486232E+308,LMT,BUY,0,25.99,26.99,,True,GTC,,,20201228 09:30:00 EST, 190480975≥+25.49, 190480975≥+275309,margin ≥+20
EPAC,DU3053535,4593,,40,1.79769313486232E+308,TRAIL,SELL,1.63,0,22.95,,False,GTC,,
EPAC,DU3053535,4592,,40,1.79769313486232E+308,LMT,SELL,0,28.64,29.64,,True,GTC,,
EPAC,DU3053535,4591,,40,1.79769313486232E+308,LMT,BUY,0,25.07,26.07,,True,GTC,,,20201228 09:30:00 EST, 399802179≥+24.58, 399802179≥+142655,margin ≥+20
LRN,DU3053535,4590,,40,1.79769313486232E+308,TRAIL,SELL,2.21,0,22.71,,False,GTC,,
JELD,DU3053535,4605,,39,1.79769313486232E+308,TRAIL,SELL,1.78,0,23.72,,False,GTC,,
JELD,DU3053535,4604,,39,1.79769313486232E+308,LMT,SELL,0,29.93,30.93,,True,GTC,,
JELD,DU3053535,4603,,39,1.79769313486232E+308,LMT,BUY,0,26,27,,True,GTC,,,20201228 09:30:00 EST, 263852212≥+25.49, 263852212≥+155891,margin ≥+20
HPQ,DU3053535,4602,,39,1.79769313486232E+308,TRAIL,SELL,1.16,0,23.89,,False,GTC,,
HPQ,DU3053535,4601,,39,1.79769313486232E+308,LMT,SELL,0,27.96,28.96,,True,GTC,,
HPQ,DU3053535,4600,,39,1.79769313486232E+308,LMT,BUY,0,25.55,26.55,,True,GTC,,,20201228 09:30:00 EST, 209411801≥+25.05, 209411801≥+3901600,margin ≥+20
SIVR,DU3053535,4599,,38,1.79769313486232E+308,TRAIL,SELL,1.41,0,24.25,,False,GTC,,
SIVR,DU3053535,4598,,38,1.79769313486232E+308,LMT,SELL,0,29.17,30.17,,True,GTC,,
GTY,DU3053535,5061,,32,1.79769313486232E+308,TRAIL,SELL,1.55,0,28.93,,False,GTC,,
GTY,DU3053535,5060,,32,1.79769313486232E+308,LMT,SELL,0,34.34,35.34,,True,GTC,,
GTY,DU3053535,5059,,32,1.79769313486232E+308,LMT,BUY,0,31.08,32.08,,True,GTC,,,20201228 09:30:00 EST, 7855≥+30.47, 7855≥+164873,margin ≥+20
FCPT,DU3053535,5058,,32,1.79769313486232E+308,TRAIL,SELL,1.85,0,29.32,,False,GTC,,
FCPT,DU3053535,5057,,32,1.79769313486232E+308,LMT,SELL,0,35.78,36.78,,True,GTC,,
FCPT,DU3053535,5056,,32,1.79769313486232E+308,LMT,BUY,0,31.79,32.79,,True,GTC,,,20201228 09:30:00 EST, 210810670≥+31.16, 210810670≥+215055,margin ≥+20
WFC,DU3053535,5055,,31,1.79769313486232E+308,TRAIL,SELL,2.16,0,29.53,,False,GTC,,
WFC,DU3053535,5054,,31,1.79769313486232E+308,LMT,SELL,0,37.08,38.08,,True,GTC,,
IIIV,DU3053535,5069,,29,1.79769313486232E+308,LMT,SELL,0,40.14,41.14,,True,GTC,,
IIIV,DU3053535,5068,,29,1.79769313486232E+308,LMT,BUY,0,34.36,35.36,,True,GTC,,,20201228 09:30:00 EST, 322592443≥+33.69, 322592443≥+148891,margin ≥+20
PSXP,DU3053535,5067,,31,1.79769313486232E+308,TRAIL,SELL,2.55,0,28.81,,False,GTC,,
PSXP,DU3053535,5066,,31,1.79769313486232E+308,LMT,SELL,0,37.73,38.73,,True,GTC,,
PSXP,DU3053535,5065,,31,1.79769313486232E+308,LMT,BUY,0,31.99,32.99,,True,GTC,,,20201228 09:30:00 EST, 131343645≥+31.36, 131343645≥+278745,margin ≥+20
HMC,DU3053535,5064,,32,1.79769313486232E+308,TRAIL,SELL,1.16,0,29.24,,False,GTC,,
HMC,DU3053535,5063,,32,1.79769313486232E+308,LMT,SELL,0,33.3,34.3,,True,GTC,,
HMC,DU3053535,5062,,32,1.79769313486232E+308,LMT,BUY,0,31.01,32.01,,True,GTC,,,20201228 09:30:00 EST, 8045≥+30.4, 8045≥+86909,margin ≥+20
PEAK,DU3053535,5077,,31,1.79769313486232E+308,LMT,BUY,0,31.93,32.93,,True,GTC,,,20201228 09:30:00 EST, 389700396≥+31.3, 389700396≥+1683509,margin ≥+20
HERO,DU3053535,5076,,31,1.79769313486232E+308,TRAIL,SELL,1.3,0,30.55,,False,GTC,,
HERO,DU3053535,5075,,31,1.79769313486232E+308,LMT,SELL,0,35.09,36.09,,True,GTC,,
HERO,DU3053535,5074,,31,1.79769313486232E+308,LMT,BUY,0,32.49,33.49,,True,GTC,,,20201228 09:30:00 EST, 389399755≥+31.85, 389399755≥+32418,margin ≥+20
HEES,DU3053535,5073,,31,1.79769313486232E+308,TRAIL,SELL,2.12,0,29.36,,False,GTC,,
HEES,DU3053535,5072,,31,1.79769313486232E+308,LMT,SELL,0,36.78,37.78,,True,GTC,,
HEES,DU3053535,5071,,31,1.79769313486232E+308,LMT,BUY,0,32.11,33.11,,True,GTC,,,20201228 09:30:00 EST, 37597921≥+31.48, 37597921≥+94564,margin ≥+20
IIIV,DU3053535,5070,,29,1.79769313486232E+308,TRAIL,SELL,2.58,0,31.11,,False,GTC,,
FBMS,DU3053535,5085,,31,1.79769313486232E+308,TRAIL,SELL,1.85,0,29.68,,False,GTC,,
FBMS,DU3053535,5084,,31,1.79769313486232E+308,LMT,SELL,0,36.16,37.16,,True,GTC,,
FBMS,DU3053535,5083,,31,1.79769313486232E+308,LMT,BUY,0,32.16,33.16,,True,GTC,,,20201228 09:30:00 EST, 30211079≥+31.53, 30211079≥+27727,margin ≥+20
WSBC,DU3053535,5082,,31,1.79769313486232E+308,TRAIL,SELL,1.96,0,29.58,,False,GTC,,
WSBC,DU3053535,5081,,31,1.79769313486232E+308,LMT,SELL,0,36.44,37.44,,True,GTC,,
WSBC,DU3053535,5080,,31,1.79769313486232E+308,LMT,BUY,0,32.17,33.17,,True,GTC,,,20201228 09:30:00 EST, 276139≥+31.54, 276139≥+156836,margin ≥+20
PEAK,DU3053535,5079,,31,1.79769313486232E+308,TRAIL,SELL,1.58,0,29.72,,False,GTC,,
PEAK,DU3053535,5078,,31,1.79769313486232E+308,LMT,SELL,0,35.24,36.24,,True,GTC,,
IRM,DU3053535,5029,,32,1.79769313486232E+308,LMT,BUY,0,31.55,32.55,,True,GTC,,,20201228 09:30:00 EST, 180350774≥+30.94, 180350774≥+1325564,margin ≥+20
SBCF,DU3053535,5028,,32,1.79769313486232E+308,TRAIL,SELL,2.05,0,28.79,,False,GTC,,
SBCF,DU3053535,5027,,32,1.79769313486232E+308,LMT,SELL,0,35.96,36.96,,True,GTC,,
SBCF,DU3053535,5026,,32,1.79769313486232E+308,LMT,BUY,0,31.46,32.46,,True,GTC,,,20201228 09:30:00 EST, 140006230≥+30.84, 140006230≥+323073,margin ≥+20
FHI,DU3053535,5025,,32,1.79769313486232E+308,TRAIL,SELL,1.47,0,29.04,,False,GTC,,
FHI,DU3053535,5024,,32,1.79769313486232E+308,LMT,SELL,0,34.19,35.19,,True,GTC,,
FHI,DU3053535,5023,,32,1.79769313486232E+308,LMT,BUY,0,31.12,32.12,,True,GTC,,,20201228 09:30:00 EST, 6477744≥+30.51, 6477744≥+271091,margin ≥+20
ILF,DU3053535,5022,,32,1.79769313486232E+308,TRAIL,SELL,1.33,0,29.28,,False,GTC,,
SEAS,DU3053535,5037,,30,1.79769313486232E+308,TRAIL,SELL,2.6,0,29.87,,False,GTC,,
SEAS,DU3053535,5036,,30,1.79769313486232E+308,LMT,SELL,0,38.98,39.98,,True,GTC,,
SEAS,DU3053535,5035,,30,1.79769313486232E+308,LMT,BUY,0,33.12,34.12,,True,GTC,,,20201228 09:30:00 EST, 125846698≥+32.47, 125846698≥+169127,margin ≥+20
EWU,DU3053535,5034,,32,1.79769313486232E+308,TRAIL,SELL,1.08,0,29.32,,False,GTC,,
EWU,DU3053535,5033,,32,1.79769313486232E+308,LMT,SELL,0,33.08,34.08,,True,GTC,,
EWU,DU3053535,5032,,32,1.79769313486232E+308,LMT,BUY,0,31,32,,True,GTC,,,20201228 09:30:00 EST, 253190561≥+30.39, 253190561≥+168327,margin ≥+20
IRM,DU3053535,5031,,32,1.79769313486232E+308,TRAIL,SELL,1.36,0,29.57,,False,GTC,,
IRM,DU3053535,5030,,32,1.79769313486232E+308,LMT,SELL,0,34.35,35.35,,True,GTC,,
AAT,DU3053535,5045,,32,1.79769313486232E+308,LMT,SELL,0,35.17,36.17,,True,GTC,,
AAT,DU3053535,5044,,32,1.79769313486232E+308,LMT,BUY,0,31.22,32.22,,True,GTC,,,20201228 09:30:00 EST, 82819360≥+30.61, 82819360≥+269000,margin ≥+20
YELP,DU3053535,5043,,32,1.79769313486232E+308,TRAIL,SELL,2.65,0,28.51,,False,GTC,,
YELP,DU3053535,5042,,32,1.79769313486232E+308,LMT,SELL,0,37.78,38.78,,True,GTC,,
YELP,DU3053535,5041,,32,1.79769313486232E+308,LMT,BUY,0,31.78,32.78,,True,GTC,,,20201228 09:30:00 EST, 103518430≥+31.16, 103518430≥+186909,margin ≥+20
CSV,DU3053535,5040,,31,1.79769313486232E+308,TRAIL,SELL,1.93,0,30.06,,False,GTC,,
CSV,DU3053535,5039,,31,1.79769313486232E+308,LMT,SELL,0,36.8,37.8,,True,GTC,,
CSV,DU3053535,5038,,31,1.79769313486232E+308,LMT,BUY,0,32.62,33.62,,True,GTC,,,20201228 09:30:00 EST, 6607664≥+31.99, 6607664≥+35327,margin ≥+20
WFC,DU3053535,5053,,31,1.79769313486232E+308,LMT,BUY,0,32.32,33.32,,True,GTC,,,20201228 09:30:00 EST, 10375≥+31.68, 10375≥+10776509,margin ≥+20
TPR,DU3053535,5052,,31,1.79769313486232E+308,TRAIL,SELL,2.45,0,29.71,,False,GTC,,
TPR,DU3053535,5051,,31,1.79769313486232E+308,LMT,SELL,0,38.29,39.29,,True,GTC,,
TPR,DU3053535,5050,,31,1.79769313486232E+308,LMT,BUY,0,32.8,33.8,,True,GTC,,,20201228 09:30:00 EST, 292491487≥+32.16, 292491487≥+1197291,margin ≥+20
CRS,DU3053535,5049,,32,1.79769313486232E+308,TRAIL,SELL,2.51,0,28.49,,False,GTC,,
CRS,DU3053535,5048,,32,1.79769313486232E+308,LMT,SELL,0,37.28,38.28,,True,GTC,,
CRS,DU3053535,5047,,32,1.79769313486232E+308,LMT,BUY,0,31.63,32.63,,True,GTC,,,20201228 09:30:00 EST, 6077≥+31.01, 6077≥+259582,margin ≥+20
AAT,DU3053535,5046,,32,1.79769313486232E+308,TRAIL,SELL,1.83,0,28.78,,False,GTC,,
HR,DU3053535,5088,,32,1.79769313486232E+308,TRAIL,SELL,1.28,0,29.62,,False,GTC,,
HR,DU3053535,5087,,32,1.79769313486232E+308,LMT,SELL,0,34.11,35.11,,True,GTC,,
HR,DU3053535,5086,,32,1.79769313486232E+308,LMT,BUY,0,31.52,32.52,,True,GTC,,,20201228 09:30:00 EST, 8127≥+30.9, 8127≥+701927,margin ≥+20
SWIR,DU3053535,2885,,64,1.79769313486232E+308,LMT,SELL,0,18.79,19.79,,True,GTC,,
SWIR,DU3053535,2884,,64,1.79769313486232E+308,LMT,BUY,0,15.84,16.84,,True,GTC,,,20201228 09:30:00 EST, 9653777≥+15.53, 9653777≥+25291,margin ≥+20
TAC,DU3053535,2883,,132,1.79769313486232E+308,TRAIL,SELL,0.45,0,7.08,,False,GTC,,
TAC,DU3053535,2882,,132,1.79769313486232E+308,LMT,SELL,0,8.66,9.66,,True,GTC,,
TAC,DU3053535,2881,,132,1.79769313486232E+308,LMT,BUY,0,7.68,8.68,,True,GTC,,,20201228 09:30:00 EST, 14487456≥+7.53, 14487456≥+119655,margin ≥+20
TACO,DU3053535,2880,,100,1.79769313486232E+308,TRAIL,SELL,0.7,0,9.23,,False,GTC,,
TACO,DU3053535,2879,,100,1.79769313486232E+308,LMT,SELL,0,11.66,12.66,,True,GTC,,
TACO,DU3053535,2878,,100,1.79769313486232E+308,LMT,BUY,0,10.12,11.12,,True,GTC,,,20201228 09:30:00 EST, 198740105≥+9.93, 198740105≥+84236,margin ≥+20
SVM,DU3053535,2893,,144,1.79769313486232E+308,LMT,BUY,0,7.06,8.06,,True,GTC,,,20201228 09:30:00 EST, 39924480≥+6.92, 39924480≥+124091,margin ≥+20
SVOKU,DU3053535,2892,,91,1.79769313486232E+308,TRAIL,SELL,0.57,0,10.41,,False,GTC,,
SVOKU,DU3053535,2891,,91,1.79769313486232E+308,LMT,SELL,0,12.41,13.41,,True,GTC,,
SVOKU,DU3053535,2890,,91,1.79769313486232E+308,LMT,BUY,0,11.2,12.2,,True,GTC,,,20201228 09:30:00 EST, 461318710≥+10.98, 461318710≥+33520,margin ≥+20
SWCH,DU3053535,2889,,59,1.79769313486232E+308,TRAIL,SELL,0.93,0,15.95,,False,GTC,,
SWCH,DU3053535,2888,,59,1.79769313486232E+308,LMT,SELL,0,19.22,20.22,,True,GTC,,
SWCH,DU3053535,2887,,59,1.79769313486232E+308,LMT,BUY,0,17.22,18.22,,True,GTC,,,20201228 09:30:00 EST, 291241967≥+16.88, 291241967≥+821000,margin ≥+20
SWIR,DU3053535,2886,,64,1.79769313486232E+308,TRAIL,SELL,1.3,0,14.23,,False,GTC,,
SUM,DU3053535,2901,,47,1.79769313486232E+308,TRAIL,SELL,1.59,0,19.3,,False,GTC,,
SUM,DU3053535,2900,,47,1.79769313486232E+308,LMT,SELL,0,24.85,25.85,,True,GTC,,
SUM,DU3053535,2899,,47,1.79769313486232E+308,LMT,BUY,0,21.3,22.3,,True,GTC,,,20201228 09:30:00 EST, 186465849≥+20.88, 186465849≥+187745,margin ≥+20
SUZ,DU3053535,2898,,86,1.79769313486232E+308,TRAIL,SELL,0.87,0,10.66,,False,GTC,,
SUZ,DU3053535,2897,,86,1.79769313486232E+308,LMT,SELL,0,13.7,14.7,,True,GTC,,
SUZ,DU3053535,2896,,86,1.79769313486232E+308,LMT,BUY,0,11.76,12.76,,True,GTC,,,20201228 09:30:00 EST, 75219572≥+11.53, 75219572≥+36891,margin ≥+20
SVM,DU3053535,2895,,144,1.79769313486232E+308,TRAIL,SELL,0.66,0,6.26,,False,GTC,,
SVM,DU3053535,2894,,144,1.79769313486232E+308,LMT,SELL,0,8.56,9.56,,True,GTC,,
STKL,DU3053535,2909,,89,1.79769313486232E+308,LMT,SELL,0,13.5,14.5,,True,GTC,,
STKL,DU3053535,2908,,89,1.79769313486232E+308,LMT,BUY,0,11.38,12.38,,True,GTC,,,20201228 09:30:00 EST, 4725186≥+11.16, 4725186≥+50327,margin ≥+20
STL,DU3053535,2907,,53,1.79769313486232E+308,TRAIL,SELL,1.31,0,17.52,,False,GTC,,
STL,DU3053535,2906,,53,1.79769313486232E+308,LMT,SELL,0,22.1,23.1,,True,GTC,,
STL,DU3053535,2905,,53,1.79769313486232E+308,LMT,BUY,0,19.2,20.2,,True,GTC,,,20201228 09:30:00 EST, 137132307≥+18.83, 137132307≥+626073,margin ≥+20
STWD,DU3053535,2904,,49,1.79769313486232E+308,TRAIL,SELL,1,0,19.27,,False,GTC,,
STWD,DU3053535,2903,,49,1.79769313486232E+308,LMT,SELL,0,22.76,23.76,,True,GTC,,
STWD,DU3053535,2902,,49,1.79769313486232E+308,LMT,BUY,0,20.67,21.67,,True,GTC,,,20201228 09:30:00 EST, 67418868≥+20.27, 67418868≥+646855,margin ≥+20
TFSL,DU3053535,2853,,54,1.79769313486232E+308,TRAIL,SELL,0.8,0,17.64,,False,GTC,,
TFSL,DU3053535,2852,,54,1.79769313486232E+308,LMT,SELL,0,20.46,21.46,,True,GTC,,
TFSL,DU3053535,2851,,54,1.79769313486232E+308,LMT,BUY,0,18.82,19.82,,True,GTC,,,20201228 09:30:00 EST, 43985746≥+18.45, 43985746≥+144545,margin ≥+20
TGH,DU3053535,2850,,47,1.79769313486232E+308,TRAIL,SELL,1.85,0,19.41,,False,GTC,,
TGH,DU3053535,2849,,47,1.79769313486232E+308,LMT,SELL,0,25.87,26.87,,True,GTC,,
TGH,DU3053535,2848,,47,1.79769313486232E+308,LMT,BUY,0,21.68,22.68,,True,GTC,,,20201228 09:30:00 EST, 46593894≥+21.25, 46593894≥+107927,margin ≥+20
TGNA,DU3053535,2847,,67,1.79769313486232E+308,TRAIL,SELL,0.93,0,13.87,,False,GTC,,
TGNA,DU3053535,2846,,67,1.79769313486232E+308,LMT,SELL,0,17.12,18.12,,True,GTC,,
TECK,DU3053535,2861,,51,1.79769313486232E+308,LMT,SELL,0,23.61,24.61,,True,GTC,,
TECK,DU3053535,2860,,51,1.79769313486232E+308,LMT,BUY,0,19.99,20.99,,True,GTC,,,20201228 09:30:00 EST, 39921623≥+19.6, 39921623≥+243400,margin ≥+20
TEF,DU3053535,2859,,221,1.79769313486232E+308,TRAIL,SELL,0.31,0,4.21,,False,GTC,,
TEF,DU3053535,2858,,221,1.79769313486232E+308,LMT,SELL,0,5.29,6.29,,True,GTC,,
TEF,DU3053535,2857,,221,1.79769313486232E+308,LMT,BUY,0,4.61,5.61,,True,GTC,,,20201228 09:30:00 EST, 12702≥+4.52, 12702≥+229164,margin ≥+20
TEVA,DU3053535,2856,,92,1.79769313486232E+308,TRAIL,SELL,0.73,0,10.12,,False,GTC,,
TEVA,DU3053535,2855,,92,1.79769313486232E+308,LMT,SELL,0,12.66,13.66,,True,GTC,,
TEVA,DU3053535,2854,,92,1.79769313486232E+308,LMT,BUY,0,11.06,12.06,,True,GTC,,,20201228 09:30:00 EST, 275085≥+10.84, 275085≥+698891,margin ≥+20
TBI,DU3053535,2869,,49,1.79769313486232E+308,LMT,BUY,0,20.8,21.8,,True,GTC,,,20201228 09:30:00 EST, 47619256≥+20.39, 47619256≥+130782,margin ≥+20
TCPC,DU3053535,2868,,80,1.79769313486232E+308,TRAIL,SELL,0.71,0,11.76,,False,GTC,,
TCPC,DU3053535,2867,,80,1.79769313486232E+308,LMT,SELL,0,14.25,15.25,,True,GTC,,
TCPC,DU3053535,2866,,80,1.79769313486232E+308,LMT,BUY,0,12.72,13.72,,True,GTC,,,20201228 09:30:00 EST, 329441111≥+12.47, 329441111≥+79018,margin ≥+20
TDS,DU3053535,2865,,50,1.79769313486232E+308,TRAIL,SELL,1.17,0,18.54,,False,GTC,,
TDS,DU3053535,2864,,50,1.79769313486232E+308,LMT,SELL,0,22.64,23.64,,True,GTC,,
TDS,DU3053535,2863,,50,1.79769313486232E+308,LMT,BUY,0,20.1,21.1,,True,GTC,,,20201228 09:30:00 EST, 101387488≥+19.71, 101387488≥+466909,margin ≥+20
TECK,DU3053535,2862,,51,1.79769313486232E+308,TRAIL,SELL,1.61,0,17.99,,False,GTC,,
TAK,DU3053535,2877,,50,1.79769313486232E+308,TRAIL,SELL,1,0,18.67,,False,GTC,,
TAK,DU3053535,2876,,50,1.79769313486232E+308,LMT,SELL,0,22.16,23.16,,True,GTC,,
TAK,DU3053535,2875,,50,1.79769313486232E+308,LMT,BUY,0,20.06,21.06,,True,GTC,,,20201228 09:30:00 EST, 75124183≥+19.66, 75124183≥+122800,margin ≥+20
TBBK,DU3053535,2874,,68,1.79769313486232E+308,TRAIL,SELL,1.06,0,13.59,,False,GTC,,
TBBK,DU3053535,2873,,68,1.79769313486232E+308,LMT,SELL,0,17.3,18.3,,True,GTC,,
TBBK,DU3053535,2872,,68,1.79769313486232E+308,LMT,BUY,0,14.95,15.95,,True,GTC,,,20201228 09:30:00 EST, 32821451≥+14.65, 32821451≥+111509,margin ≥+20
TBI,DU3053535,2871,,49,1.79769313486232E+308,TRAIL,SELL,1.29,0,19.1,,False,GTC,,
TBI,DU3053535,2870,,49,1.79769313486232E+308,LMT,SELL,0,23.61,24.61,,True,GTC,,
SLM,DU3053535,2949,,77,1.79769313486232E+308,TRAIL,SELL,0.62,0,12.23,,False,GTC,,
SLM,DU3053535,2948,,77,1.79769313486232E+308,LMT,SELL,0,14.38,15.38,,True,GTC,,
SLM,DU3053535,2947,,77,1.79769313486232E+308,LMT,BUY,0,13.1,14.1,,True,GTC,,,20201228 09:30:00 EST, 12211≥+12.84, 12211≥+952055,margin ≥+20
SLRC,DU3053535,2946,,55,1.79769313486232E+308,TRAIL,SELL,0.74,0,17.32,,False,GTC,,
SLRC,DU3053535,2945,,55,1.79769313486232E+308,LMT,SELL,0,19.9,20.9,,True,GTC,,
SLRC,DU3053535,2944,,55,1.79769313486232E+308,LMT,BUY,0,18.42,19.42,,True,GTC,,,20201228 09:30:00 EST, 72516371≥+18.06, 72516371≥+20982,margin ≥+20
SMFG,DU3053535,2943,,162,1.79769313486232E+308,TRAIL,SELL,0.18,0,5.98,,False,GTC,,
SMFG,DU3053535,2942,,162,1.79769313486232E+308,LMT,SELL,0,6.62,7.62,,True,GTC,,
SIRI,DU3053535,2957,,149,1.79769313486232E+308,LMT,SELL,0,7.52,8.52,,True,GTC,,
SIRI,DU3053535,2956,,149,1.79769313486232E+308,LMT,BUY,0,6.82,7.82,,True,GTC,,,20201228 09:30:00 EST, 138397467≥+6.68, 138397467≥+5254564,margin ≥+20
SITC,DU3053535,2955,,90,1.79769313486232E+308,TRAIL,SELL,0.77,0,10.28,,False,GTC,,
SITC,DU3053535,2954,,90,1.79769313486232E+308,LMT,SELL,0,13,14,,True,GTC,,
SITC,DU3053535,2953,,90,1.79769313486232E+308,LMT,BUY,0,11.28,12.28,,True,GTC,,,20201228 09:30:00 EST, 336638408≥+11.06, 336638408≥+683145,margin ≥+20
SJR,DU3053535,2952,,54,1.79769313486232E+308,TRAIL,SELL,0.66,0,17.79,,False,GTC,,
SJR,DU3053535,2951,,54,1.79769313486232E+308,LMT,SELL,0,20.11,21.11,,True,GTC,,
SJR,DU3053535,2950,,54,1.79769313486232E+308,LMT,BUY,0,18.82,19.82,,True,GTC,,,20201228 09:30:00 EST, 5026978≥+18.46, 5026978≥+115473,margin ≥+20
SHO,DU3053535,2965,,83,1.79769313486232E+308,LMT,BUY,0,12.16,13.16,,True,GTC,,,20201228 09:30:00 EST, 31729162≥+11.92, 31729162≥+688818,margin ≥+20
SID,DU3053535,2964,,159,1.79769313486232E+308,TRAIL,SELL,0.58,0,5.7,,False,GTC,,
SID,DU3053535,2963,,159,1.79769313486232E+308,LMT,SELL,0,7.73,8.73,,True,GTC,,
SID,DU3053535,2962,,159,1.79769313486232E+308,LMT,BUY,0,6.41,7.41,,True,GTC,,,20201228 09:30:00 EST, 6607727≥+6.28, 6607727≥+108273,margin ≥+20
SIGA,DU3053535,2961,,130,1.79769313486232E+308,TRAIL,SELL,0.45,0,7.18,,False,GTC,,
SIGA,DU3053535,2960,,130,1.79769313486232E+308,LMT,SELL,0,8.76,9.76,,True,GTC,,
SIGA,DU3053535,2959,,130,1.79769313486232E+308,LMT,BUY,0,7.79,8.79,,True,GTC,,,20201228 09:30:00 EST, 4818014≥+7.63, 4818014≥+96145,margin ≥+20
SIRI,DU3053535,2958,,149,1.79769313486232E+308,TRAIL,SELL,0.34,0,6.35,,False,GTC,,
SFE,DU3053535,2973,,142,1.79769313486232E+308,TRAIL,SELL,0.56,0,6.47,,False,GTC,,
SFE,DU3053535,2972,,142,1.79769313486232E+308,LMT,SELL,0,8.41,9.41,,True,GTC,,
SFE,DU3053535,2971,,142,1.79769313486232E+308,LMT,BUY,0,7.16,8.16,,True,GTC,,,20201228 09:30:00 EST, 67544931≥+7.02, 67544931≥+68255,margin ≥+20
SHLX,DU3053535,2970,,88,1.79769313486232E+308,TRAIL,SELL,1,0,10.35,,False,GTC,,
SHLX,DU3053535,2969,,88,1.79769313486232E+308,LMT,SELL,0,13.85,14.85,,True,GTC,,
SHLX,DU3053535,2968,,88,1.79769313486232E+308,LMT,BUY,0,11.57,12.57,,True,GTC,,,20201228 09:30:00 EST, 172017964≥+11.35, 172017964≥+479436,margin ≥+20
SHO,DU3053535,2967,,83,1.79769313486232E+308,TRAIL,SELL,0.86,0,11.06,,False,GTC,,
SHO,DU3053535,2966,,83,1.79769313486232E+308,LMT,SELL,0,14.06,15.06,,True,GTC,,
STAR,DU3053535,2917,,64,1.79769313486232E+308,LMT,BUY,0,15.85,16.85,,True,GTC,,,20201228 09:30:00 EST, 12034≥+15.54, 12034≥+325145,margin ≥+20
STAY,DU3053535,2916,,67,1.79769313486232E+308,TRAIL,SELL,0.89,0,14.02,,False,GTC,,
STAY,DU3053535,2915,,67,1.79769313486232E+308,LMT,SELL,0,17.13,18.13,,True,GTC,,
STAY,DU3053535,2914,,67,1.79769313486232E+308,LMT,BUY,0,15.21,16.21,,True,GTC,,,20201228 09:30:00 EST, 138197383≥+14.91, 138197383≥+237727,margin ≥+20
STFC,DU3053535,2913,,52,1.79769313486232E+308,TRAIL,SELL,1.42,0,17.79,,False,GTC,,
STFC,DU3053535,2912,,52,1.79769313486232E+308,LMT,SELL,0,22.78,23.78,,True,GTC,,
