,Account,Id,Ref,Qty,filled,Type,Action,Aux,Lmt,TrailStop,AlgoStrategy,RTH,TIF,,
BSBR,DU3053535,3958,,108,1.79769313486232E+308,LMT,BUY,0,9.41,10.41,,True,GTC,,,20201228 09:30:00 EST, 69293560≥+9.22, 69293560≥+76073,margin ≥+20
DHT,DU3053535,3781,,171,1.79769313486232E+308,LMT,BUY,0,5.95,6.95,,True,GTC,,,20201228 09:30:00 EST, 110322264≥+5.84, 110322264≥+226127,margin ≥+20
DOC,DU3053535,3780,,53,1.79769313486232E+308,TRAIL,SELL,0.8,0,18.01,,False,GTC,,
DOC,DU3053535,3779,,53,1.79769313486232E+308,LMT,SELL,0,20.8,21.8,,True,GTC,,
DOC,DU3053535,3778,,53,1.79769313486232E+308,LMT,BUY,0,19.18,20.18,,True,GTC,,,20201228 09:30:00 EST, 131219462≥+18.81, 131219462≥+799255,margin ≥+20
DX,DU3053535,3777,,53,1.79769313486232E+308,TRAIL,SELL,0.74,0,17.99,,False,GTC,,
DX,DU3053535,3776,,53,1.79769313486232E+308,LMT,SELL,0,20.57,21.57,,True,GTC,,
DX,DU3053535,3775,,53,1.79769313486232E+308,LMT,BUY,0,19.1,20.1,,True,GTC,,,20201228 09:30:00 EST, 370528221≥+18.73, 370528221≥+156873,margin ≥+20
EB,DU3053535,3774,,50,1.79769313486232E+308,TRAIL,SELL,1.62,0,18.34,,False,GTC,,
DENN,DU3053535,3789,,65,1.79769313486232E+308,TRAIL,SELL,1.29,0,13.92,,False,GTC,,
DENN,DU3053535,3788,,65,1.79769313486232E+308,LMT,SELL,0,18.45,19.45,,True,GTC,,
DENN,DU3053535,3787,,65,1.79769313486232E+308,LMT,BUY,0,15.52,16.52,,True,GTC,,,20201228 09:30:00 EST, 14270526≥+15.22, 14270526≥+187236,margin ≥+20
DGII,DU3053535,3786,,47,1.79769313486232E+308,TRAIL,SELL,1.87,0,19.06,,False,GTC,,
DGII,DU3053535,3785,,47,1.79769313486232E+308,LMT,SELL,0,25.62,26.62,,True,GTC,,
DGII,DU3053535,3784,,47,1.79769313486232E+308,LMT,BUY,0,21.35,22.35,,True,GTC,,,20201228 09:30:00 EST, 268443≥+20.93, 268443≥+99727,margin ≥+20
DHT,DU3053535,3783,,171,1.79769313486232E+308,TRAIL,SELL,0.42,0,5.41,,False,GTC,,
DHT,DU3053535,3782,,171,1.79769313486232E+308,LMT,SELL,0,6.9,7.9,,True,GTC,,
CXP,DU3053535,3797,,65,1.79769313486232E+308,LMT,SELL,0,17.66,18.66,,True,GTC,,
CXP,DU3053535,3796,,65,1.79769313486232E+308,LMT,BUY,0,15.55,16.55,,True,GTC,,,20201228 09:30:00 EST, 135975631≥+15.25, 135975631≥+341218,margin ≥+20
DAN,DU3053535,3795,,46,1.79769313486232E+308,TRAIL,SELL,1.67,0,19.64,,False,GTC,,
DAN,DU3053535,3794,,46,1.79769313486232E+308,LMT,SELL,0,25.47,26.47,,True,GTC,,
DAN,DU3053535,3793,,46,1.79769313486232E+308,LMT,BUY,0,21.74,22.74,,True,GTC,,,20201228 09:30:00 EST, 49260419≥+21.31, 49260419≥+391673,margin ≥+20
DB,DU3053535,3792,,85,1.79769313486232E+308,TRAIL,SELL,0.81,0,10.86,,False,GTC,,
DB,DU3053535,3791,,85,1.79769313486232E+308,LMT,SELL,0,13.72,14.72,,True,GTC,,
DB,DU3053535,3790,,85,1.79769313486232E+308,LMT,BUY,0,11.91,12.91,,True,GTC,,,20201228 09:30:00 EST, 13435352≥+11.68, 13435352≥+237109,margin ≥+20
CUBI,DU3053535,3805,,50,1.79769313486232E+308,LMT,BUY,0,20.06,21.06,,True,GTC,,,20201228 09:30:00 EST, 99757340≥+19.67, 99757340≥+96945,margin ≥+20
CVA,DU3053535,3804,,72,1.79769313486232E+308,TRAIL,SELL,0.83,0,13.03,,False,GTC,,
CVA,DU3053535,3803,,72,1.79769313486232E+308,LMT,SELL,0,15.94,16.94,,True,GTC,,
CVA,DU3053535,3802,,72,1.79769313486232E+308,LMT,BUY,0,14.14,15.14,,True,GTC,,,20201228 09:30:00 EST, 754347≥+13.86, 754347≥+356345,margin ≥+20
CVBF,DU3053535,3801,,48,1.79769313486232E+308,TRAIL,SELL,1.17,0,19.62,,False,GTC,,
CVBF,DU3053535,3800,,48,1.79769313486232E+308,LMT,SELL,0,23.73,24.73,,True,GTC,,
CVBF,DU3053535,3799,,48,1.79769313486232E+308,LMT,BUY,0,21.21,22.21,,True,GTC,,,20201228 09:30:00 EST, 754270≥+20.8, 754270≥+292436,margin ≥+20
CXP,DU3053535,3798,,65,1.79769313486232E+308,TRAIL,SELL,0.96,0,14.29,,False,GTC,,
EGO,DU3053535,3749,,70,1.79769313486232E+308,LMT,SELL,0,17.51,18.51,,True,GTC,,
EGO,DU3053535,3748,,70,1.79769313486232E+308,LMT,BUY,0,14.57,15.57,,True,GTC,,,20201228 09:30:00 EST, 346219259≥+14.28, 346219259≥+107509,margin ≥+20
EIGI,DU3053535,3747,,104,1.79769313486232E+308,TRAIL,SELL,0.13,0,9.46,,False,GTC,,
EIGI,DU3053535,3746,,104,1.79769313486232E+308,LMT,SELL,0,9.9,10.9,,True,GTC,,
EIGI,DU3053535,3745,,104,1.79769313486232E+308,LMT,BUY,0,9.77,10.77,,True,GTC,,,20201228 09:30:00 EST, 137407032≥+9.58, 137407032≥+147927,margin ≥+20
ELP,DU3053535,3744,,66,1.79769313486232E+308,TRAIL,SELL,0.93,0,14.18,,False,GTC,,
ELP,DU3053535,3743,,66,1.79769313486232E+308,LMT,SELL,0,17.45,18.45,,True,GTC,,
ELP,DU3053535,3742,,66,1.79769313486232E+308,LMT,BUY,0,15.42,16.42,,True,GTC,,,20201228 09:30:00 EST, 5021359≥+15.12, 5021359≥+129527,margin ≥+20
EDD,DU3053535,3757,,154,1.79769313486232E+308,LMT,BUY,0,6.61,7.61,,True,GTC,,,20201228 09:30:00 EST, 43980336≥+6.48, 43980336≥+37164,margin ≥+20
EFC,DU3053535,3756,,63,1.79769313486232E+308,TRAIL,SELL,0.67,0,15.09,,False,GTC,,
EFC,DU3053535,3755,,63,1.79769313486232E+308,LMT,SELL,0,17.43,18.43,,True,GTC,,
EFC,DU3053535,3754,,63,1.79769313486232E+308,LMT,BUY,0,16.08,17.08,,True,GTC,,,20201228 09:30:00 EST, 355090937≥+15.76, 355090937≥+76600,margin ≥+20
EGAN,DU3053535,3753,,77,1.79769313486232E+308,TRAIL,SELL,1.21,0,11.75,,False,GTC,,
EGAN,DU3053535,3752,,77,1.79769313486232E+308,LMT,SELL,0,16,17,,True,GTC,,
EGAN,DU3053535,3751,,77,1.79769313486232E+308,LMT,BUY,0,13.23,14.23,,True,GTC,,,20201228 09:30:00 EST, 21875414≥+12.97, 21875414≥+99200,margin ≥+20
EGO,DU3053535,3750,,70,1.79769313486232E+308,TRAIL,SELL,1.29,0,12.99,,False,GTC,,
EBR,DU3053535,3765,,127,1.79769313486232E+308,TRAIL,SELL,0.58,0,7.28,,False,GTC,,
EBR,DU3053535,3764,,127,1.79769313486232E+308,LMT,SELL,0,9.33,10.33,,True,GTC,,
EBR,DU3053535,3763,,127,1.79769313486232E+308,LMT,BUY,0,8.02,9.02,,True,GTC,,,20201228 09:30:00 EST, 38988979≥+7.87, 38988979≥+29982,margin ≥+20
EC,DU3053535,3762,,70,1.79769313486232E+308,TRAIL,SELL,0.85,0,13.38,,False,GTC,,
EC,DU3053535,3761,,70,1.79769313486232E+308,LMT,SELL,0,16.33,17.33,,True,GTC,,
EC,DU3053535,3760,,70,1.79769313486232E+308,LMT,BUY,0,14.51,15.51,,True,GTC,,,20201228 09:30:00 EST, 53855090≥+14.22, 53855090≥+76000,margin ≥+20
EDD,DU3053535,3759,,154,1.79769313486232E+308,TRAIL,SELL,0.15,0,6.33,,False,GTC,,
EDD,DU3053535,3758,,154,1.79769313486232E+308,LMT,SELL,0,6.86,7.86,,True,GTC,,
EB,DU3053535,3773,,50,1.79769313486232E+308,LMT,SELL,0,24.03,25.03,,True,GTC,,
EB,DU3053535,3772,,50,1.79769313486232E+308,LMT,BUY,0,20.37,21.37,,True,GTC,,,20201228 09:30:00 EST, 333847811≥+19.97, 333847811≥+204909,margin ≥+20
EBC,DU3053535,3771,,58,1.79769313486232E+308,TRAIL,SELL,1.01,0,16.14,,False,GTC,,
EBC,DU3053535,3770,,58,1.79769313486232E+308,LMT,SELL,0,19.68,20.68,,True,GTC,,
EBC,DU3053535,3769,,58,1.79769313486232E+308,LMT,BUY,0,17.49,18.49,,True,GTC,,,20201228 09:30:00 EST, 450042709≥+17.15, 450042709≥+4385927,margin ≥+20
EBF,DU3053535,3768,,54,1.79769313486232E+308,TRAIL,SELL,1.13,0,17.21,,False,GTC,,
EBF,DU3053535,3767,,54,1.79769313486232E+308,LMT,SELL,0,21.16,22.16,,True,GTC,,
EBF,DU3053535,3766,,54,1.79769313486232E+308,LMT,BUY,0,18.71,19.71,,True,GTC,,,20201228 09:30:00 EST, 6648≥+18.34, 6648≥+55055,margin ≥+20
CNSL,DU3053535,3845,,183,1.79769313486232E+308,LMT,SELL,0,6.57,7.57,,True,GTC,,
CNSL,DU3053535,3844,,183,1.79769313486232E+308,LMT,BUY,0,5.57,6.57,,True,GTC,,,20201228 09:30:00 EST, 35128548≥+5.46, 35128548≥+237018,margin ≥+20
CNX,DU3053535,3843,,81,1.79769313486232E+308,TRAIL,SELL,1.15,0,11.1,,False,GTC,,
CNX,DU3053535,3842,,81,1.79769313486232E+308,LMT,SELL,0,15.13,16.13,,True,GTC,,
CNX,DU3053535,3841,,81,1.79769313486232E+308,LMT,BUY,0,12.5,13.5,,True,GTC,,,20201228 09:30:00 EST, 295296295≥+12.25, 295296295≥+1700091,margin ≥+20
CODI,DU3053535,3840,,46,1.79769313486232E+308,TRAIL,SELL,1.25,0,20.08,,False,GTC,,
CODI,DU3053535,3839,,46,1.79769313486232E+308,LMT,SELL,0,24.44,25.44,,True,GTC,,
CODI,DU3053535,3838,,46,1.79769313486232E+308,LMT,BUY,0,21.75,22.75,,True,GTC,,,20201228 09:30:00 EST, 39126011≥+21.33, 39126011≥+37709,margin ≥+20
CMO,DU3053535,3853,,158,1.79769313486232E+308,LMT,BUY,0,6.46,7.46,,True,GTC,,,20201228 09:30:00 EST, 5835≥+6.33, 5835≥+496927,margin ≥+20
CMRE,DU3053535,3852,,115,1.79769313486232E+308,TRAIL,SELL,0.75,0,7.88,,False,GTC,,
CMRE,DU3053535,3851,,115,1.79769313486232E+308,LMT,SELL,0,10.5,11.5,,True,GTC,,
CMRE,DU3053535,3850,,115,1.79769313486232E+308,LMT,BUY,0,8.8,9.8,,True,GTC,,,20201228 09:30:00 EST, 80627441≥+8.63, 80627441≥+84600,margin ≥+20
CNR,DU3053535,3849,,97,1.79769313486232E+308,TRAIL,SELL,0.79,0,9.49,,False,GTC,,
CNR,DU3053535,3848,,97,1.79769313486232E+308,LMT,SELL,0,12.26,13.26,,True,GTC,,
CNR,DU3053535,3847,,97,1.79769313486232E+308,LMT,BUY,0,10.49,11.49,,True,GTC,,,20201228 09:30:00 EST, 366245770≥+10.29, 366245770≥+155200,margin ≥+20
CNSL,DU3053535,3846,,183,1.79769313486232E+308,TRAIL,SELL,0.44,0,5.02,,False,GTC,,
CLS,DU3053535,3861,,117,1.79769313486232E+308,TRAIL,SELL,0.51,0,7.97,,False,GTC,,
CLS,DU3053535,3860,,117,1.79769313486232E+308,LMT,SELL,0,9.74,10.74,,True,GTC,,
CLS,DU3053535,3859,,117,1.79769313486232E+308,LMT,BUY,0,8.65,9.65,,True,GTC,,,20201228 09:30:00 EST, 6477672≥+8.48, 6477672≥+21473,margin ≥+20
CMC,DU3053535,3858,,46,1.79769313486232E+308,TRAIL,SELL,1.35,0,20.25,,False,GTC,,
CMC,DU3053535,3857,,46,1.79769313486232E+308,LMT,SELL,0,24.98,25.98,,True,GTC,,
CMC,DU3053535,3856,,46,1.79769313486232E+308,LMT,BUY,0,22.03,23.03,,True,GTC,,,20201228 09:30:00 EST, 5811≥+21.6, 5811≥+542836,margin ≥+20
CMO,DU3053535,3855,,158,1.79769313486232E+308,TRAIL,SELL,0.42,0,5.91,,False,GTC,,
CMO,DU3053535,3854,,158,1.79769313486232E+308,LMT,SELL,0,7.37,8.37,,True,GTC,,
CLDT,DU3053535,3869,,79,1.79769313486232E+308,LMT,SELL,0,15.21,16.21,,True,GTC,,
CLDT,DU3053535,3868,,79,1.79769313486232E+308,LMT,BUY,0,12.81,13.81,,True,GTC,,,20201228 09:30:00 EST, 74264310≥+12.56, 74264310≥+138600,margin ≥+20
CLI,DU3053535,3867,,69,1.79769313486232E+308,TRAIL,SELL,1.24,0,13.12,,False,GTC,,
CLI,DU3053535,3866,,69,1.79769313486232E+308,LMT,SELL,0,17.46,18.46,,True,GTC,,
CLI,DU3053535,3865,,69,1.79769313486232E+308,LMT,BUY,0,14.65,15.65,,True,GTC,,,20201228 09:30:00 EST, 5775≥+14.36, 5775≥+319618,margin ≥+20
CLNC,DU3053535,3864,,119,1.79769313486232E+308,TRAIL,SELL,0.71,0,7.68,,False,GTC,,
CLNC,DU3053535,3863,,119,1.79769313486232E+308,LMT,SELL,0,10.15,11.15,,True,GTC,,
CLNC,DU3053535,3862,,119,1.79769313486232E+308,LMT,BUY,0,8.55,9.55,,True,GTC,,,20201228 09:30:00 EST, 321328210≥+8.39, 321328210≥+185818,margin ≥+20
CTSO,DU3053535,3813,,107,1.79769313486232E+308,TRAIL,SELL,0.71,0,8.58,,False,GTC,,
CTSO,DU3053535,3812,,107,1.79769313486232E+308,LMT,SELL,0,11.05,12.05,,True,GTC,,
CTSO,DU3053535,3811,,107,1.79769313486232E+308,LMT,BUY,0,9.47,10.47,,True,GTC,,,20201228 09:30:00 EST, 176133077≥+9.29, 176133077≥+55145,margin ≥+20
CTT,DU3053535,3810,,98,1.79769313486232E+308,TRAIL,SELL,0.62,0,9.53,,False,GTC,,
CTT,DU3053535,3809,,98,1.79769313486232E+308,LMT,SELL,0,11.69,12.69,,True,GTC,,
CTT,DU3053535,3808,,98,1.79769313486232E+308,LMT,BUY,0,10.35,11.35,,True,GTC,,,20201228 09:30:00 EST, 139816118≥+10.15, 139816118≥+202036,margin ≥+20
CUBI,DU3053535,3807,,50,1.79769313486232E+308,TRAIL,SELL,1.45,0,18.21,,False,GTC,,
CUBI,DU3053535,3806,,50,1.79769313486232E+308,LMT,SELL,0,23.3,24.3,,True,GTC,,
CS,DU3053535,3821,,75,1.79769313486232E+308,LMT,SELL,0,14.87,15.87,,True,GTC,,
CS,DU3053535,3820,,75,1.79769313486232E+308,LMT,BUY,0,13.5,14.5,,True,GTC,,,20201228 09:30:00 EST, 13435351≥+13.23, 13435351≥+71800,margin ≥+20
CSTM,DU3053535,3819,,67,1.79769313486232E+308,TRAIL,SELL,1.06,0,13.65,,False,GTC,,
CSTM,DU3053535,3818,,67,1.79769313486232E+308,LMT,SELL,0,17.37,18.37,,True,GTC,,
CSTM,DU3053535,3817,,67,1.79769313486232E+308,LMT,BUY,0,15.01,16.01,,True,GTC,,,20201228 09:30:00 EST, 394959368≥+14.72, 394959368≥+58182,margin ≥+20
CTMX,DU3053535,3816,,120,1.79769313486232E+308,TRAIL,SELL,0.69,0,7.64,,False,GTC,,
CTMX,DU3053535,3815,,120,1.79769313486232E+308,LMT,SELL,0,10.05,11.05,,True,GTC,,
CTMX,DU3053535,3814,,120,1.79769313486232E+308,LMT,BUY,0,8.5,9.5,,True,GTC,,,20201228 09:30:00 EST, 209048388≥+8.33, 209048388≥+361145,margin ≥+20
COMM,DU3053535,3829,,70,1.79769313486232E+308,LMT,BUY,0,14.44,15.44,,True,GTC,,,20201228 09:30:00 EST, 137407031≥+14.16, 137407031≥+940327,margin ≥+20
CPF,DU3053535,3828,,50,1.79769313486232E+308,TRAIL,SELL,1.25,0,18.56,,False,GTC,,
CPF,DU3053535,3827,,50,1.79769313486232E+308,LMT,SELL,0,22.94,23.94,,True,GTC,,
CPF,DU3053535,3826,,50,1.79769313486232E+308,LMT,BUY,0,20.21,21.21,,True,GTC,,,20201228 09:30:00 EST, 83602658≥+19.81, 83602658≥+155291,margin ≥+20
CRHC,DU3053535,3825,,93,1.79769313486232E+308,TRAIL,SELL,0.44,0,10.25,,False,GTC,,
CRHC,DU3053535,3824,,93,1.79769313486232E+308,LMT,SELL,0,11.77,12.77,,True,GTC,,
CRHC,DU3053535,3823,,93,1.79769313486232E+308,LMT,BUY,0,10.9,11.9,,True,GTC,,,20201228 09:30:00 EST, 451398417≥+10.68, 451398417≥+66055,margin ≥+20
CS,DU3053535,3822,,75,1.79769313486232E+308,TRAIL,SELL,0.66,0,12.58,,False,GTC,,
COG,DU3053535,3837,,54,1.79769313486232E+308,TRAIL,SELL,1.3,0,17.1,,False,GTC,,
COG,DU3053535,3836,,54,1.79769313486232E+308,LMT,SELL,0,21.66,22.66,,True,GTC,,
COG,DU3053535,3835,,54,1.79769313486232E+308,LMT,BUY,0,18.77,19.77,,True,GTC,,,20201228 09:30:00 EST, 5946≥+18.4, 5946≥+2359036,margin ≥+20
COLL,DU3053535,3834,,48,1.79769313486232E+308,TRAIL,SELL,1.78,0,18.97,,False,GTC,,
COLL,DU3053535,3833,,48,1.79769313486232E+308,LMT,SELL,0,25.19,26.19,,True,GTC,,
COLL,DU3053535,3832,,48,1.79769313486232E+308,LMT,BUY,0,21.16,22.16,,True,GTC,,,20201228 09:30:00 EST, 193626569≥+20.75, 193626569≥+62436,margin ≥+20
COMM,DU3053535,3831,,70,1.79769313486232E+308,TRAIL,SELL,0.99,0,13.17,,False,GTC,,
COMM,DU3053535,3830,,70,1.79769313486232E+308,LMT,SELL,0,16.64,17.64,,True,GTC,,
FUSE,DU3053535,3653,,92,1.79769313486232E+308,LMT,SELL,0,12.06,13.06,,True,GTC,,
FUSE,DU3053535,3652,,92,1.79769313486232E+308,LMT,BUY,0,11.05,12.05,,True,GTC,,,20201228 09:30:00 EST, 438899165≥+10.84, 438899165≥+63873,margin ≥+20
GAIN,DU3053535,3651,,92,1.79769313486232E+308,TRAIL,SELL,0.55,0,10.26,,False,GTC,,
GAIN,DU3053535,3650,,92,1.79769313486232E+308,LMT,SELL,0,12.19,13.19,,True,GTC,,
GAIN,DU3053535,3649,,92,1.79769313486232E+308,LMT,BUY,0,11.03,12.03,,True,GTC,,,20201228 09:30:00 EST, 35052919≥+10.82, 35052919≥+32709,margin ≥+20
GBDC,DU3053535,3648,,69,1.79769313486232E+308,TRAIL,SELL,0.55,0,13.86,,False,GTC,,
GBDC,DU3053535,3647,,69,1.79769313486232E+308,LMT,SELL,0,15.79,16.79,,True,GTC,,
GBDC,DU3053535,3646,,69,1.79769313486232E+308,LMT,BUY,0,14.7,15.7,,True,GTC,,,20201228 09:30:00 EST, 74244456≥+14.41, 74244456≥+164800,margin ≥+20
FSK,DU3053535,3661,,53,1.79769313486232E+308,LMT,BUY,0,18.98,19.98,,True,GTC,,,20201228 09:30:00 EST, 426117794≥+18.6, 426117794≥+126145,margin ≥+20
FSKR,DU3053535,3660,,54,1.79769313486232E+308,TRAIL,SELL,1.43,0,16.99,,False,GTC,,
FSKR,DU3053535,3659,,54,1.79769313486232E+308,LMT,SELL,0,21.98,22.98,,True,GTC,,
FSKR,DU3053535,3658,,54,1.79769313486232E+308,LMT,BUY,0,18.78,19.78,,True,GTC,,,20201228 09:30:00 EST, 427387280≥+18.41, 427387280≥+57964,margin ≥+20
FSM,DU3053535,3657,,127,1.79769313486232E+308,TRAIL,SELL,0.75,0,7.09,,False,GTC,,
FSM,DU3053535,3656,,127,1.79769313486232E+308,LMT,SELL,0,9.72,10.72,,True,GTC,,
FSM,DU3053535,3655,,127,1.79769313486232E+308,LMT,BUY,0,8,9,,True,GTC,,,20201228 09:30:00 EST, 39924435≥+7.84, 39924435≥+177982,margin ≥+20
FUSE,DU3053535,3654,,92,1.79769313486232E+308,TRAIL,SELL,0.49,0,10.35,,False,GTC,,
FRO,DU3053535,3669,,140,1.79769313486232E+308,TRAIL,SELL,0.57,0,6.55,,False,GTC,,
FRO,DU3053535,3668,,140,1.79769313486232E+308,LMT,SELL,0,8.54,9.54,,True,GTC,,
FRO,DU3053535,3667,,140,1.79769313486232E+308,LMT,BUY,0,7.27,8.27,,True,GTC,,,20201228 09:30:00 EST, 220580491≥+7.12, 220580491≥+271545,margin ≥+20
FRTA,DU3053535,3666,,51,1.79769313486232E+308,TRAIL,SELL,1.68,0,17.67,,False,GTC,,
FRTA,DU3053535,3665,,51,1.79769313486232E+308,LMT,SELL,0,23.54,24.54,,True,GTC,,
FRTA,DU3053535,3664,,51,1.79769313486232E+308,LMT,BUY,0,19.74,20.74,,True,GTC,,,20201228 09:30:00 EST, 252330400≥+19.35, 252330400≥+268655,margin ≥+20
FSK,DU3053535,3663,,53,1.79769313486232E+308,TRAIL,SELL,1.19,0,17.42,,False,GTC,,
FSK,DU3053535,3662,,53,1.79769313486232E+308,LMT,SELL,0,21.57,22.57,,True,GTC,,
FMBI,DU3053535,3677,,60,1.79769313486232E+308,LMT,SELL,0,19.16,20.16,,True,GTC,,
FMBI,DU3053535,3676,,60,1.79769313486232E+308,LMT,BUY,0,16.84,17.84,,True,GTC,,,20201228 09:30:00 EST, 269370≥+16.51, 269370≥+666018,margin ≥+20
FOE,DU3053535,3675,,66,1.79769313486232E+308,TRAIL,SELL,0.93,0,14.2,,False,GTC,,
FOE,DU3053535,3674,,66,1.79769313486232E+308,LMT,SELL,0,17.47,18.47,,True,GTC,,
FOE,DU3053535,3673,,66,1.79769313486232E+308,LMT,BUY,0,15.44,16.44,,True,GTC,,,20201228 09:30:00 EST, 7290≥+15.14, 7290≥+327455,margin ≥+20
FRBK,DU3053535,3672,,315,1.79769313486232E+308,TRAIL,SELL,0.27,0,2.91,,False,GTC,,
FRBK,DU3053535,3671,,315,1.79769313486232E+308,LMT,SELL,0,3.84,4.84,,True,GTC,,
FRBK,DU3053535,3670,,315,1.79769313486232E+308,LMT,BUY,0,3.24,4.24,,True,GTC,,,20201228 09:30:00 EST, 3655599≥+3.17, 3655599≥+842982,margin ≥+20
GLDD,DU3053535,3621,,78,1.79769313486232E+308,TRAIL,SELL,0.79,0,12,,False,GTC,,
GLDD,DU3053535,3620,,78,1.79769313486232E+308,LMT,SELL,0,14.77,15.77,,True,GTC,,
GLDD,DU3053535,3619,,78,1.79769313486232E+308,LMT,BUY,0,13.05,14.05,,True,GTC,,,20201228 09:30:00 EST, 42309983≥+12.79, 42309983≥+98000,margin ≥+20
GLT,DU3053535,3618,,55,1.79769313486232E+308,TRAIL,SELL,1.02,0,16.93,,False,GTC,,
GLT,DU3053535,3617,,55,1.79769313486232E+308,LMT,SELL,0,20.49,21.49,,True,GTC,,
GLT,DU3053535,3616,,55,1.79769313486232E+308,LMT,BUY,0,18.31,19.31,,True,GTC,,,20201228 09:30:00 EST, 448402321≥+17.95, 448402321≥+130000,margin ≥+20
GLUU,DU3053535,3615,,97,1.79769313486232E+308,TRAIL,SELL,0.79,0,9.49,,False,GTC,,
GLUU,DU3053535,3614,,97,1.79769313486232E+308,LMT,SELL,0,12.25,13.25,,True,GTC,,
GIM,DU3053535,3629,,178,1.79769313486232E+308,LMT,SELL,0,5.96,6.96,,True,GTC,,
GIM,DU3053535,3628,,178,1.79769313486232E+308,LMT,BUY,0,5.72,6.72,,True,GTC,,,20201228 09:30:00 EST, 7613≥+5.61, 7613≥+143000,margin ≥+20
GIX,DU3053535,3627,,87,1.79769313486232E+308,TRAIL,SELL,0.93,0,10.55,,False,GTC,,
GIX,DU3053535,3626,,87,1.79769313486232E+308,LMT,SELL,0,13.82,14.82,,True,GTC,,
GIX,DU3053535,3625,,87,1.79769313486232E+308,LMT,BUY,0,11.71,12.71,,True,GTC,,,20201228 09:30:00 EST, 372849734≥+11.48, 372849734≥+165455,margin ≥+20
GLAD,DU3053535,3624,,108,1.79769313486232E+308,TRAIL,SELL,0.43,0,8.83,,False,GTC,,
GLAD,DU3053535,3623,,108,1.79769313486232E+308,LMT,SELL,0,10.32,11.32,,True,GTC,,
GLAD,DU3053535,3622,,108,1.79769313486232E+308,LMT,BUY,0,9.44,10.44,,True,GTC,,,20201228 09:30:00 EST, 14487907≥+9.25, 14487907≥+26127,margin ≥+20
GFI,DU3053535,3637,,98,1.79769313486232E+308,LMT,BUY,0,10.39,11.39,,True,GTC,,,20201228 09:30:00 EST, 6857605≥+10.19, 6857605≥+1191691,margin ≥+20
GGAL,DU3053535,3636,,103,1.79769313486232E+308,TRAIL,SELL,0.85,0,8.84,,False,GTC,,
GGAL,DU3053535,3635,,103,1.79769313486232E+308,LMT,SELL,0,11.83,12.83,,True,GTC,,
GGAL,DU3053535,3634,,103,1.79769313486232E+308,LMT,BUY,0,9.89,10.89,,True,GTC,,,20201228 09:30:00 EST, 9789076≥+9.69, 9789076≥+44327,margin ≥+20
GILT,DU3053535,3633,,148,1.79769313486232E+308,TRAIL,SELL,0.55,0,6.2,,False,GTC,,
GILT,DU3053535,3632,,148,1.79769313486232E+308,LMT,SELL,0,8.13,9.13,,True,GTC,,
GILT,DU3053535,3631,,148,1.79769313486232E+308,LMT,BUY,0,6.88,7.88,,True,GTC,,,20201228 09:30:00 EST, 269756≥+6.75, 269756≥+67909,margin ≥+20
GIM,DU3053535,3630,,178,1.79769313486232E+308,TRAIL,SELL,0.14,0,5.47,,False,GTC,,
GBL,DU3053535,3645,,54,1.79769313486232E+308,TRAIL,SELL,1.7,0,16.51,,False,GTC,,
GBL,DU3053535,3644,,54,1.79769313486232E+308,LMT,SELL,0,22.47,23.47,,True,GTC,,
GBL,DU3053535,3643,,54,1.79769313486232E+308,LMT,BUY,0,18.57,19.57,,True,GTC,,,20201228 09:30:00 EST, 6607951≥+18.21, 6607951≥+24473,margin ≥+20
GE,DU3053535,3642,,85,1.79769313486232E+308,TRAIL,SELL,0.86,0,10.9,,False,GTC,,
GE,DU3053535,3641,,85,1.79769313486232E+308,LMT,SELL,0,13.89,14.89,,True,GTC,,
GE,DU3053535,3640,,85,1.79769313486232E+308,LMT,BUY,0,11.99,12.99,,True,GTC,,,20201228 09:30:00 EST, 7516≥+11.75, 7516≥+18033982,margin ≥+20
GFI,DU3053535,3639,,98,1.79769313486232E+308,TRAIL,SELL,0.91,0,9.28,,False,GTC,,
GFI,DU3053535,3638,,98,1.79769313486232E+308,LMT,SELL,0,12.46,13.46,,True,GTC,,
ETAC,DU3053535,3717,,93,1.79769313486232E+308,TRAIL,SELL,0.54,0,10.14,,False,GTC,,
ETAC,DU3053535,3716,,93,1.79769313486232E+308,LMT,SELL,0,12.02,13.02,,True,GTC,,
ETAC,DU3053535,3715,,93,1.79769313486232E+308,LMT,BUY,0,10.89,11.89,,True,GTC,,,20201228 09:30:00 EST, 446082458≥+10.68, 446082458≥+106836,margin ≥+20
ETRN,DU3053535,3714,,108,1.79769313486232E+308,TRAIL,SELL,0.81,0,8.38,,False,GTC,,
ETRN,DU3053535,3713,,108,1.79769313486232E+308,LMT,SELL,0,11.21,12.21,,True,GTC,,
ETRN,DU3053535,3712,,108,1.79769313486232E+308,LMT,BUY,0,9.37,10.37,,True,GTC,,,20201228 09:30:00 EST, 339428147≥+9.19, 339428147≥+2244855,margin ≥+20
EXPC,DU3053535,3711,,87,1.79769313486232E+308,TRAIL,SELL,0.88,0,10.58,,False,GTC,,
EXPC,DU3053535,3710,,87,1.79769313486232E+308,LMT,SELL,0,13.66,14.66,,True,GTC,,
ESI,DU3053535,3725,,54,1.79769313486232E+308,LMT,SELL,0,20.94,21.94,,True,GTC,,
