,Account,Id,Ref,Qty,filled,Type,Action,Aux,Lmt,TrailStop,AlgoStrategy,LimitOffset,RTH,TIF,,
EBF,DU3053535,9840,,54,1.79769313486232E+308,TRAIL LIMIT,SELL,1.09,0,17.21,,-8.61,True,GTC,,
LMNR,DU3053535,10311,,57,1.79769313486232E+308,TRAIL LIMIT,SELL,1.45,0,16,,-8,True,GTC,,
BLX,DU3053535,10312,,60,1.79769313486232E+308,LMT,BUY,0,16.78,17.78,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 5072≥+16.45, 5072≥+28855,margin ≥+20
LMNR,DU3053535,10309,,57,1.79769313486232E+308,LMT,BUY,0,17.8,18.8,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 48916802≥+17.45, 48916802≥+30673,margin ≥+20
LMNR,DU3053535,10310,,57,1.79769313486232E+308,LMT,SELL,0,21.81,22.81,,1.79769313486232E+308,True,GTC,,
MJ,DU3053535,10315,,60,1.79769313486232E+308,LMT,BUY,0,16.85,17.85,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 237886920≥+16.52, 237886920≥+73218,margin ≥+20
MJ,DU3053535,10316,,60,1.79769313486232E+308,LMT,SELL,0,20.77,21.77,,1.79769313486232E+308,True,GTC,,
BLX,DU3053535,10313,,60,1.79769313486232E+308,LMT,SELL,0,19.12,20.12,,1.79769313486232E+308,True,GTC,,
BLX,DU3053535,10314,,60,1.79769313486232E+308,TRAIL LIMIT,SELL,0.89,0,15.57,,-7.79,True,GTC,,
ACBI,DU3053535,10303,,59,1.79769313486232E+308,LMT,BUY,0,17.06,18.06,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 211533625≥+16.73, 211533625≥+41436,margin ≥+20
ACBI,DU3053535,10304,,59,1.79769313486232E+308,LMT,SELL,0,20.15,21.15,,1.79769313486232E+308,True,GTC,,
HBNC,DU3053535,10301,,61,1.79769313486232E+308,LMT,SELL,0,19.34,20.34,,1.79769313486232E+308,True,GTC,,
HBNC,DU3053535,10302,,61,1.79769313486232E+308,TRAIL LIMIT,SELL,0.99,0,15.39,,-7.69,True,GTC,,
ACBI,DU3053535,10305,,59,1.79769313486232E+308,TRAIL LIMIT,SELL,1.14,0,15.58,,-7.79,True,GTC,,
AVD,DU3053535,10327,,59,1.79769313486232E+308,LMT,BUY,0,17.16,18.16,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6604203≥+16.82, 6604203≥+66836,margin ≥+20
AVD,DU3053535,10328,,59,1.79769313486232E+308,LMT,SELL,0,20.15,21.15,,1.79769313486232E+308,True,GTC,,
DCOM,DU3053535,10325,,58,1.79769313486232E+308,LMT,SELL,0,20.58,21.58,,1.79769313486232E+308,True,GTC,,
DCOM,DU3053535,10326,,58,1.79769313486232E+308,TRAIL LIMIT,SELL,1.17,0,15.91,,-7.96,True,GTC,,
OXFD,DU3053535,10331,,54,1.79769313486232E+308,LMT,SELL,0,22.88,23.88,,1.79769313486232E+308,True,GTC,,
OXFD,DU3053535,10332,,54,1.79769313486232E+308,TRAIL LIMIT,SELL,1.5,0,16.86,,-8.43,True,GTC,,
AVD,DU3053535,10329,,59,1.79769313486232E+308,TRAIL LIMIT,SELL,1.11,0,15.71,,-7.86,True,GTC,,
OXFD,DU3053535,10330,,54,1.79769313486232E+308,LMT,BUY,0,18.73,19.73,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 138999585≥+18.37, 138999585≥+82291,margin ≥+20
KE,DU3053535,10319,,59,1.79769313486232E+308,LMT,SELL,0,19.96,20.96,,1.79769313486232E+308,True,GTC,,
KE,DU3053535,10320,,59,1.79769313486232E+308,TRAIL LIMIT,SELL,1.05,0,15.76,,-7.88,True,GTC,,
MJ,DU3053535,10317,,60,1.79769313486232E+308,TRAIL LIMIT,SELL,1.41,0,15.11,,-7.56,True,GTC,,
KE,DU3053535,10318,,59,1.79769313486232E+308,LMT,BUY,0,17.15,18.15,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 170692627≥+16.81, 170692627≥+34618,margin ≥+20
CVLG,DU3053535,10323,,57,1.79769313486232E+308,TRAIL LIMIT,SELL,1.49,0,15.77,,-7.89,True,GTC,,
DCOM,DU3053535,10324,,58,1.79769313486232E+308,LMT,BUY,0,17.42,18.42,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 3655514≥+17.08, 3655514≥+63382,margin ≥+20
CVLG,DU3053535,10321,,57,1.79769313486232E+308,LMT,BUY,0,17.6,18.6,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 268235≥+17.25, 268235≥+21927,margin ≥+20
CVLG,DU3053535,10322,,57,1.79769313486232E+308,LMT,SELL,0,21.71,22.71,,1.79769313486232E+308,True,GTC,,
PHYS,DU3053535,10279,,65,1.79769313486232E+308,LMT,BUY,0,15.5,16.5,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 73062564≥+15.2, 73062564≥+23073,margin ≥+20
PHYS,DU3053535,10280,,65,1.79769313486232E+308,LMT,SELL,0,16.86,17.86,,1.79769313486232E+308,True,GTC,,
SILJ,DU3053535,10277,,60,1.79769313486232E+308,LMT,SELL,0,20.65,21.65,,1.79769313486232E+308,True,GTC,,
SILJ,DU3053535,10278,,60,1.79769313486232E+308,TRAIL LIMIT,SELL,1.37,0,15.19,,-7.59,True,GTC,,
HMLP,DU3053535,10283,,65,1.79769313486232E+308,LMT,SELL,0,18.5,19.5,,1.79769313486232E+308,True,GTC,,
HMLP,DU3053535,10284,,65,1.79769313486232E+308,TRAIL LIMIT,SELL,1.07,0,14.23,,-7.12,True,GTC,,
PHYS,DU3053535,10281,,65,1.79769313486232E+308,TRAIL LIMIT,SELL,0.55,0,14.64,,-7.32,True,GTC,,
HMLP,DU3053535,10282,,65,1.79769313486232E+308,LMT,BUY,0,15.6,16.6,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 162876270≥+15.3, 162876270≥+74455,margin ≥+20
DGICA,DU3053535,10271,,67,1.79769313486232E+308,LMT,SELL,0,16.53,17.53,,1.79769313486232E+308,True,GTC,,
DGICA,DU3053535,10272,,67,1.79769313486232E+308,TRAIL LIMIT,SELL,0.57,0,14.26,,-7.13,True,GTC,,
MCBS,DU3053535,10269,,66,1.79769313486232E+308,TRAIL LIMIT,SELL,0.79,0,14.31,,-7.16,True,GTC,,
DGICA,DU3053535,10270,,67,1.79769313486232E+308,LMT,BUY,0,15.13,16.13,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 14487825≥+14.83, 14487825≥+42255,margin ≥+20
DBC,DU3053535,10275,,66,1.79769313486232E+308,TRAIL LIMIT,SELL,0.5,0,14.49,,-7.25,True,GTC,,
SILJ,DU3053535,10276,,60,1.79769313486232E+308,LMT,BUY,0,16.89,17.89,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 237886911≥+16.56, 237886911≥+91473,margin ≥+20
DBC,DU3053535,10273,,66,1.79769313486232E+308,LMT,BUY,0,15.29,16.29,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 319355208≥+14.99, 319355208≥+109182,margin ≥+20
DBC,DU3053535,10274,,66,1.79769313486232E+308,LMT,SELL,0,16.5,17.5,,1.79769313486232E+308,True,GTC,,
LCUT,DU3053535,10293,,61,1.79769313486232E+308,TRAIL LIMIT,SELL,1.37,0,14.98,,-7.49,True,GTC,,
HBT,DU3053535,10299,,61,1.79769313486232E+308,TRAIL LIMIT,SELL,0.9,0,15.31,,-7.65,True,GTC,,
HBNC,DU3053535,10300,,61,1.79769313486232E+308,LMT,BUY,0,16.71,17.71,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 13899170≥+16.38, 13899170≥+53636,margin ≥+20
HBT,DU3053535,10297,,61,1.79769313486232E+308,LMT,BUY,0,16.54,17.54,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 387014894≥+16.21, 387014894≥+49018,margin ≥+20
HBT,DU3053535,10298,,61,1.79769313486232E+308,LMT,SELL,0,18.92,19.92,,1.79769313486232E+308,True,GTC,,
EBSB,DU3053535,10287,,64,1.79769313486232E+308,TRAIL LIMIT,SELL,0.91,0,14.66,,-7.33,True,GTC,,
EBSB,DU3053535,10285,,64,1.79769313486232E+308,LMT,BUY,0,15.88,16.88,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 162227554≥+15.57, 162227554≥+65000,margin ≥+20
EBSB,DU3053535,10286,,64,1.79769313486232E+308,LMT,SELL,0,18.31,19.31,,1.79769313486232E+308,True,GTC,,
LCUT,DU3053535,10291,,61,1.79769313486232E+308,LMT,BUY,0,16.68,17.68,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 271138≥+16.35, 271138≥+21582,margin ≥+20
LCUT,DU3053535,10292,,61,1.79769313486232E+308,LMT,SELL,0,20.46,21.46,,1.79769313486232E+308,True,GTC,,
FANH,DU3053535,10247,,74,1.79769313486232E+308,LMT,SELL,0,16.6,17.6,,1.79769313486232E+308,True,GTC,,
FANH,DU3053535,10248,,74,1.79769313486232E+308,TRAIL LIMIT,SELL,1.05,0,12.39,,-6.2,True,GTC,,
FANH,DU3053535,10246,,74,1.79769313486232E+308,LMT,BUY,0,13.71,14.71,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 257941393≥+13.44, 257941393≥+27364,margin ≥+20
EIM,DU3053535,10252,,74,1.79769313486232E+308,LMT,BUY,0,13.74,14.74,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 15964752≥+13.47, 15964752≥+23655,margin ≥+20
BWB,DU3053535,10239,,76,1.79769313486232E+308,TRAIL LIMIT,SELL,0.69,0,12.42,,-6.21,True,GTC,,
BWB,DU3053535,10237,,76,1.79769313486232E+308,LMT,BUY,0,13.37,14.37,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 310410814≥+13.11, 310410814≥+36745,margin ≥+20
BWB,DU3053535,10238,,76,1.79769313486232E+308,LMT,SELL,0,15.17,16.17,,1.79769313486232E+308,True,GTC,,
PKE,DU3053535,10263,,69,1.79769313486232E+308,TRAIL LIMIT,SELL,0.84,0,13.52,,-6.76,True,GTC,,
HCKT,DU3053535,10264,,66,1.79769313486232E+308,LMT,BUY,0,15.26,16.26,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 47965845≥+14.96, 47965845≥+44418,margin ≥+20
PKE,DU3053535,10261,,69,1.79769313486232E+308,LMT,BUY,0,14.65,15.65,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 374166573≥+14.36, 374166573≥+81855,margin ≥+20
PKE,DU3053535,10262,,69,1.79769313486232E+308,LMT,SELL,0,16.87,17.87,,1.79769313486232E+308,True,GTC,,
MCBS,DU3053535,10267,,66,1.79769313486232E+308,LMT,BUY,0,15.4,16.4,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 228159336≥+15.1, 228159336≥+26818,margin ≥+20
MCBS,DU3053535,10268,,66,1.79769313486232E+308,LMT,SELL,0,17.47,18.47,,1.79769313486232E+308,True,GTC,,
HCKT,DU3053535,10265,,66,1.79769313486232E+308,LMT,SELL,0,17.55,18.55,,1.79769313486232E+308,True,GTC,,
HCKT,DU3053535,10266,,66,1.79769313486232E+308,TRAIL LIMIT,SELL,0.86,0,14.1,,-7.05,True,GTC,,
JWS U,DU3053535,10255,,62,1.79769313486232E+308,LMT,BUY,0,16.31,17.31,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 421686546≥+15.99, 421686546≥+67164,margin ≥+20
JWS U,DU3053535,10256,,62,1.79769313486232E+308,LMT,SELL,0,20.34,21.34,,1.79769313486232E+308,True,GTC,,
EIM,DU3053535,10253,,74,1.79769313486232E+308,LMT,SELL,0,14.04,15.04,,1.79769313486232E+308,True,GTC,,
EIM,DU3053535,10254,,74,1.79769313486232E+308,TRAIL LIMIT,SELL,0.19,0,13.28,,-6.64,True,GTC,,
CSTR,DU3053535,10259,,65,1.79769313486232E+308,LMT,SELL,0,18.7,19.7,,1.79769313486232E+308,True,GTC,,
CSTR,DU3053535,10260,,65,1.79769313486232E+308,TRAIL LIMIT,SELL,1.16,0,14.07,,-7.04,True,GTC,,
JWS U,DU3053535,10257,,62,1.79769313486232E+308,TRAIL LIMIT,SELL,1.45,0,14.54,,-7.27,True,GTC,,
CSTR,DU3053535,10258,,65,1.79769313486232E+308,LMT,BUY,0,15.53,16.53,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 248811623≥+15.23, 248811623≥+20273,margin ≥+20
CSTE,DU3053535,10215,,82,1.79769313486232E+308,TRAIL LIMIT,SELL,0.92,0,11.16,,-5.58,True,GTC,,
PVBC,DU3053535,10216,,77,1.79769313486232E+308,LMT,BUY,0,13.1,14.1,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 387594584≥+12.84, 387594584≥+141945,margin ≥+20
CSTE,DU3053535,10213,,82,1.79769313486232E+308,LMT,BUY,0,12.33,13.33,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 104887380≥+12.09, 104887380≥+30600,margin ≥+20
CSTE,DU3053535,10214,,82,1.79769313486232E+308,LMT,SELL,0,14.86,15.86,,1.79769313486232E+308,True,GTC,,
TPCO,DU3053535,10219,,75,1.79769313486232E+308,LMT,BUY,0,13.48,14.48,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 336638413≥+13.21, 336638413≥+30600,margin ≥+20
TPCO,DU3053535,10220,,75,1.79769313486232E+308,LMT,SELL,0,16.01,17.01,,1.79769313486232E+308,True,GTC,,
PVBC,DU3053535,10217,,77,1.79769313486232E+308,LMT,SELL,0,15.54,16.54,,1.79769313486232E+308,True,GTC,,
PVBC,DU3053535,10218,,77,1.79769313486232E+308,TRAIL LIMIT,SELL,0.9,0,11.94,,-5.97,True,GTC,,
SONA,DU3053535,10207,,76,1.79769313486232E+308,LMT,BUY,0,13.26,14.26,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 41550972≥+13, 41550972≥+26000,margin ≥+20
SONA,DU3053535,10208,,76,1.79769313486232E+308,LMT,SELL,0,16.52,17.52,,1.79769313486232E+308,True,GTC,,
MIXT,DU3053535,10205,,80,1.79769313486232E+308,LMT,SELL,0,14.55,15.55,,1.79769313486232E+308,True,GTC,,
MIXT,DU3053535,10206,,80,1.79769313486232E+308,TRAIL LIMIT,SELL,0.71,0,11.71,,-5.86,True,GTC,,
AJAX U,DU3053535,10211,,75,1.79769313486232E+308,LMT,SELL,0,16.46,17.46,,1.79769313486232E+308,True,GTC,,
AJAX U,DU3053535,10212,,75,1.79769313486232E+308,TRAIL LIMIT,SELL,1.1,0,12.07,,-6.03,True,GTC,,
SONA,DU3053535,10209,,76,1.79769313486232E+308,TRAIL LIMIT,SELL,1.17,0,11.83,,-5.91,True,GTC,,
AJAX U,DU3053535,10210,,75,1.79769313486232E+308,LMT,BUY,0,13.43,14.43,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 452226246≥+13.17, 452226246≥+24073,margin ≥+20
FRGI,DU3053535,10231,,75,1.79769313486232E+308,LMT,BUY,0,13.43,14.43,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 106671139≥+13.17, 106671139≥+40473,margin ≥+20
FRGI,DU3053535,10232,,75,1.79769313486232E+308,LMT,SELL,0,16.44,17.44,,1.79769313486232E+308,True,GTC,,
BNO,DU3053535,10235,,75,1.79769313486232E+308,LMT,SELL,0,14.98,15.98,,1.79769313486232E+308,True,GTC,,
BNO,DU3053535,10236,,75,1.79769313486232E+308,TRAIL LIMIT,SELL,0.57,0,12.7,,-6.35,True,GTC,,
FRGI,DU3053535,10233,,75,1.79769313486232E+308,TRAIL LIMIT,SELL,1.09,0,12.08,,-6.04,True,GTC,,
BNO,DU3053535,10234,,75,1.79769313486232E+308,LMT,BUY,0,13.53,14.53,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 75961365≥+13.27, 75961365≥+27036,margin ≥+20
GSG,DU3053535,10223,,78,1.79769313486232E+308,LMT,SELL,0,14.34,15.34,,1.79769313486232E+308,True,GTC,,
GSG,DU3053535,10224,,78,1.79769313486232E+308,TRAIL LIMIT,SELL,0.55,0,12.14,,-6.07,True,GTC,,
TPCO,DU3053535,10221,,75,1.79769313486232E+308,TRAIL LIMIT,SELL,0.93,0,12.28,,-6.14,True,GTC,,
GSG,DU3053535,10222,,78,1.79769313486232E+308,LMT,BUY,0,12.94,13.94,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 40066344≥+12.69, 40066344≥+119891,margin ≥+20
PACK,DU3053535,10227,,75,1.79769313486232E+308,TRAIL LIMIT,SELL,0.93,0,12.3,,-6.15,True,GTC,,
PACK,DU3053535,10225,,75,1.79769313486232E+308,LMT,BUY,0,13.49,14.49,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 368681400≥+13.23, 368681400≥+57727,margin ≥+20
PACK,DU3053535,10226,,75,1.79769313486232E+308,LMT,SELL,0,16.02,17.02,,1.79769313486232E+308,True,GTC,,
PIAI,DU3053535,10183,,96,1.79769313486232E+308,LMT,BUY,0,10.61,11.61,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 452226264≥+10.4, 452226264≥+91873,margin ≥+20
PIAI,DU3053535,10184,,96,1.79769313486232E+308,LMT,SELL,0,11.17,12.17,,1.79769313486232E+308,True,GTC,,
CCIV U,DU3053535,10181,,95,1.79769313486232E+308,LMT,SELL,0,11.22,12.22,,1.79769313486232E+308,True,GTC,,
CCIV U,DU3053535,10182,,95,1.79769313486232E+308,TRAIL LIMIT,SELL,0.24,0,10.25,,-5.12,True,GTC,,
OSBC,DU3053535,10187,,93,1.79769313486232E+308,LMT,SELL,0,13.01,14.01,,1.79769313486232E+308,True,GTC,,
OSBC,DU3053535,10188,,93,1.79769313486232E+308,TRAIL LIMIT,SELL,0.75,0,10,,-5,True,GTC,,
PIAI,DU3053535,10185,,96,1.79769313486232E+308,TRAIL LIMIT,SELL,0.26,0,10.14,,-5.07,True,GTC,,
OSBC,DU3053535,10186,,93,1.79769313486232E+308,LMT,BUY,0,10.97,11.97,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 3655785≥+10.75, 3655785≥+35236,margin ≥+20
NESR,DU3053535,10175,,96,1.79769313486232E+308,LMT,SELL,0,12.75,13.75,,1.79769313486232E+308,True,GTC,,
NESR,DU3053535,10176,,96,1.79769313486232E+308,TRAIL LIMIT,SELL,0.78,0,9.64,,-4.82,True,GTC,,
SMED,DU3053535,10173,,96,1.79769313486232E+308,TRAIL LIMIT,SELL,0.93,0,9.39,,-4.69,True,GTC,,
NESR,DU3053535,10174,,96,1.79769313486232E+308,LMT,BUY,0,10.62,11.62,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 278169018≥+10.42, 278169018≥+27073,margin ≥+20
CARE,DU3053535,10179,,88,1.79769313486232E+308,TRAIL LIMIT,SELL,0.98,0,10.34,,-5.17,True,GTC,,
CCIV U,DU3053535,10180,,95,1.79769313486232E+308,LMT,BUY,0,10.7,11.7,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 436980124≥+10.49, 436980124≥+20273,margin ≥+20
CARE,DU3053535,10177,,88,1.79769313486232E+308,LMT,BUY,0,11.55,12.55,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 456801241≥+11.32, 456801241≥+21909,margin ≥+20
CARE,DU3053535,10178,,88,1.79769313486232E+308,LMT,SELL,0,14.26,15.26,,1.79769313486232E+308,True,GTC,,
NBA U,DU3053535,10199,,88,1.79769313486232E+308,LMT,SELL,0,12.74,13.74,,1.79769313486232E+308,True,GTC,,
NBA U,DU3053535,10200,,88,1.79769313486232E+308,TRAIL LIMIT,SELL,0.47,0,10.87,,-5.43,True,GTC,,
AJX,DU3053535,10197,,90,1.79769313486232E+308,TRAIL LIMIT,SELL,0.7,0,10.35,,-5.18,True,GTC,,
NBA U,DU3053535,10198,,88,1.79769313486232E+308,LMT,BUY,0,11.57,12.57,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 452821498≥+11.34, 452821498≥+30655,margin ≥+20
VKI,DU3053535,10203,,87,1.79769313486232E+308,TRAIL LIMIT,SELL,0.21,0,11.23,,-5.62,True,GTC,,
MIXT,DU3053535,10204,,80,1.79769313486232E+308,LMT,BUY,0,12.67,13.67,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 132522516≥+12.42, 132522516≥+24836,margin ≥+20
VKI,DU3053535,10201,,87,1.79769313486232E+308,LMT,BUY,0,11.67,12.67,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 75911318≥+11.44, 75911318≥+26945,margin ≥+20
VKI,DU3053535,10202,,87,1.79769313486232E+308,LMT,SELL,0,12.08,13.08,,1.79769313486232E+308,True,GTC,,
MOTV U,DU3053535,10191,,94,1.79769313486232E+308,TRAIL LIMIT,SELL,0.25,0,10.33,,-5.16,True,GTC,,
CZWI,DU3053535,10192,,87,1.79769313486232E+308,LMT,BUY,0,11.63,12.63,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 41545062≥+11.41, 41545062≥+37382,margin ≥+20
MOTV U,DU3053535,10189,,94,1.79769313486232E+308,LMT,BUY,0,10.79,11.79,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 459557814≥+10.58, 459557814≥+21655,margin ≥+20
MOTV U,DU3053535,10190,,94,1.79769313486232E+308,LMT,SELL,0,11.32,12.32,,1.79769313486232E+308,True,GTC,,
AJX,DU3053535,10195,,90,1.79769313486232E+308,LMT,BUY,0,11.27,12.27,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 183532865≥+11.05, 183532865≥+21127,margin ≥+20
AJX,DU3053535,10196,,90,1.79769313486232E+308,LMT,SELL,0,13.14,14.14,,1.79769313486232E+308,True,GTC,,
CZWI,DU3053535,10193,,87,1.79769313486232E+308,LMT,SELL,0,13.53,14.53,,1.79769313486232E+308,True,GTC,,
CZWI,DU3053535,10194,,87,1.79769313486232E+308,TRAIL LIMIT,SELL,0.71,0,10.7,,-5.35,True,GTC,,
BXG,DU3053535,10151,,132,1.79769313486232E+308,LMT,SELL,0,9.55,10.55,,1.79769313486232E+308,True,GTC,,
BXG,DU3053535,10152,,132,1.79769313486232E+308,TRAIL LIMIT,SELL,0.67,0,6.88,,-3.44,True,GTC,,
PCTI,DU3053535,10149,,138,1.79769313486232E+308,TRAIL LIMIT,SELL,0.52,0,6.72,,-3.36,True,GTC,,
BXG,DU3053535,10150,,132,1.79769313486232E+308,LMT,BUY,0,7.7,8.7,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 296320248≥+7.55, 296320248≥+21855,margin ≥+20
CRD B,DU3053535,10156,,117,1.79769313486232E+308,LMT,BUY,0,8.68,9.68,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6037≥+8.51, 6037≥+22527,margin ≥+20
WNEB,DU3053535,10144,,141,1.79769313486232E+308,LMT,BUY,0,7.23,8.23,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 252506880≥+7.09, 252506880≥+24055,margin ≥+20
PCTI,DU3053535,10147,,138,1.79769313486232E+308,LMT,BUY,0,7.38,8.38,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6525521≥+7.24, 6525521≥+31327,margin ≥+20
PCTI,DU3053535,10148,,138,1.79769313486232E+308,LMT,SELL,0,8.8,9.8,,1.79769313486232E+308,True,GTC,,
WNEB,DU3053535,10145,,141,1.79769313486232E+308,LMT,SELL,0,8.47,9.47,,1.79769313486232E+308,True,GTC,,
WNEB,DU3053535,10146,,141,1.79769313486232E+308,TRAIL LIMIT,SELL,0.46,0,6.63,,-3.32,True,GTC,,
PSLV,DU3053535,10167,,105,1.79769313486232E+308,TRAIL LIMIT,SELL,0.54,0,8.89,,-4.44,True,GTC,,
PICO,DU3053535,10168,,104,1.79769313486232E+308,LMT,BUY,0,9.81,10.81,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 4816598≥+9.61, 4816598≥+28309,margin ≥+20
PSLV,DU3053535,10165,,105,1.79769313486232E+308,LMT,BUY,0,9.62,10.62,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 80425147≥+9.44, 80425147≥+38055,margin ≥+20
PSLV,DU3053535,10166,,105,1.79769313486232E+308,LMT,SELL,0,11.06,12.06,,1.79769313486232E+308,True,GTC,,
SMED,DU3053535,10171,,96,1.79769313486232E+308,LMT,BUY,0,10.52,11.52,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 30216218≥+10.32, 30216218≥+26164,margin ≥+20
SMED,DU3053535,10172,,96,1.79769313486232E+308,LMT,SELL,0,13.1,14.1,,1.79769313486232E+308,True,GTC,,
PICO,DU3053535,10169,,104,1.79769313486232E+308,LMT,SELL,0,11.6,12.6,,1.79769313486232E+308,True,GTC,,
PICO,DU3053535,10170,,104,1.79769313486232E+308,TRAIL LIMIT,SELL,0.66,0,8.95,,-4.47,True,GTC,,
BAK,DU3053535,10159,,104,1.79769313486232E+308,LMT,BUY,0,9.73,10.73,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6607745≥+9.54, 6607745≥+220073,margin ≥+20
BAK,DU3053535,10160,,104,1.79769313486232E+308,LMT,SELL,0,11.59,12.59,,1.79769313486232E+308,True,GTC,,
CRD B,DU3053535,10157,,117,1.79769313486232E+308,LMT,SELL,0,10.44,11.44,,1.79769313486232E+308,True,GTC,,
CRD B,DU3053535,10158,,117,1.79769313486232E+308,TRAIL LIMIT,SELL,0.65,0,7.86,,-3.93,True,GTC,,
DBO,DU3053535,10163,,114,1.79769313486232E+308,LMT,SELL,0,9.92,10.92,,1.79769313486232E+308,True,GTC,,
DBO,DU3053535,10164,,114,1.79769313486232E+308,TRAIL LIMIT,SELL,0.39,0,8.34,,-4.17,True,GTC,,
BAK,DU3053535,10161,,104,1.79769313486232E+308,TRAIL LIMIT,SELL,0.68,0,8.86,,-4.43,True,GTC,,
DBO,DU3053535,10162,,114,1.79769313486232E+308,LMT,BUY,0,8.91,9.91,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 319355742≥+8.73, 319355742≥+28800,margin ≥+20
BCS,DU3053535,10119,,117,1.79769313486232E+308,TRAIL LIMIT,SELL,0.72,0,7.8,,-3.9,True,GTC,,
SBT,DU3053535,10120,,212,1.79769313486232E+308,LMT,BUY,0,4.81,5.81,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 296466069≥+4.71, 296466069≥+48218,margin ≥+20
BCS,DU3053535,10117,,117,1.79769313486232E+308,LMT,BUY,0,8.69,9.69,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 4854≥+8.52, 4854≥+494709,margin ≥+20
BCS,DU3053535,10118,,117,1.79769313486232E+308,LMT,SELL,0,10.67,11.67,,1.79769313486232E+308,True,GTC,,
SBT,DU3053535,10121,,212,1.79769313486232E+308,LMT,SELL,0,5.81,6.81,,1.79769313486232E+308,True,GTC,,
SBT,DU3053535,10122,,212,1.79769313486232E+308,TRAIL LIMIT,SELL,0.37,0,4.35,,-2.18,True,GTC,,
BDN,DU3053535,10111,,79,1.79769313486232E+308,LMT,BUY,0,12.88,13.88,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 2586487≥+12.63, 2586487≥+536055,margin ≥+20
BDN,DU3053535,10112,,79,1.79769313486232E+308,LMT,SELL,0,14.9,15.9,,1.79769313486232E+308,True,GTC,,
